Id,target,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
146047,0,0.051312095,59y,0,0.029044853,10500.0,5,0,0,0,2.0
15399,0,0.0064862359999999,52y,0,4.0,0.0,5,0,0,0,0.0
139930,0,0.0129265139999999,87y,0,15.0,,3,0,0,0,
149197,0,0.0223558,58y,0,0.332445521,8259.0,15,0,2,0,0.0
85258,0,0.407449069,59y,0,1753.0,,5,0,2,0,0.0
123350,1,0.9999999,47y,2,0.247244314,7166.0,5,0,1,0,0.0
124388,0,0.002142796,67y,0,0.173550356,4914.0,5,0,1,0,0.0
71239,0,0.030261831,40y,0,0.2391738839999999,1500.0,8,0,0,0,1.0
44524,0,0.582697981,61y,1,0.409380113,5500.0,12,0,1,0,0.0
136459,0,0.168665796,33y,0,0.118921376,6600.0,6,0,0,0,3.0
115047,1,0.9999999,27y,1,0.180546302,1500.0,1,0,0,0,0.0
126628,0,0.0962800269999999,74y,0,0.1871978339999999,5170.0,5,0,1,0,0.0
52643,0,0.681493152,45y,0,0.133287765,2925.0,4,0,0,0,0.0
41610,1,1.054011572,38y,2,1.732909974,2676.0,12,0,2,2,0.0
80893,0,0.195689513,45y,0,0.616860308,3700.0,8,0,1,0,2.0
135984,0,0.01126989,73y,0,229.0,,8,0,0,0,0.0
88120,0,0.455345437,44y,0,0.640413962,5700.0,8,0,2,0,3.0
34283,1,0.9999999,22y,0,0.234853217,1600.0,1,0,0,0,0.0
106876,0,0.181487142,46y,0,0.18698898,5625.0,6,0,1,0,4.0
44140,0,0.9999999,44y,0,0.242119178,9833.0,8,0,2,0,3.0
106382,0,0.436099089,33y,0,0.498687664,8000.0,10,0,1,0,0.0
9291,0,0.488310726,28y,0,0.100575583,3300.0,15,0,0,0,1.0
12221,0,0.026164409,63y,0,0.109960728,2800.0,4,0,0,0,1.0
97940,0,0.013989546,53y,0,0.266788869,6000.0,10,0,2,0,1.0
79896,0,0.066835364,66y,0,0.149962509,4000.0,13,0,0,0,1.0
136577,0,0.881411816,41y,0,0.665797479,2300.0,13,0,0,0,0.0
108349,0,0.008506153,66y,0,778.0,,9,0,1,0,
145237,0,0.017443685,36y,0,35.0,,11,0,0,0,0.0
79475,0,1.51930759,23y,0,0.055925433,750.0,2,2,0,0,0.0
41207,0,0.755756106,47y,0,0.220772193,31416.0,11,0,3,0,1.0
96667,0,0.0127388539999999,38y,1,0.461107047,4100.0,8,0,1,0,2.0
143242,0,0.0,22y,0,0.0,929.0,2,0,0,0,0.0
30107,0,0.380148761,48y,0,1041.0,,6,0,0,0,0.0
104614,0,0.923407659,45y,0,0.371303025,11833.0,7,0,1,0,3.0
98114,0,0.036120485,58y,0,0.00119994,6666.0,2,0,0,0,1.0
22438,0,0.031567207,59y,0,124.0,,11,0,0,0,
102653,0,0.0571688309999999,46y,0,0.270072993,10000.0,14,0,2,0,1.0
34274,0,0.253596377,74y,0,0.458370866,7770.0,17,0,1,0,0.0
92875,0,0.960004371,74y,3,0.188918975,4800.0,8,0,0,0,0.0
145029,0,0.094483015,62y,0,3451.0,,5,0,1,0,0.0
95597,0,0.9999999,54y,1,0.146577832,1650.0,2,2,0,1,0.0
50491,0,0.132633835,62y,0,0.296854231,6770.0,8,0,1,0,0.0
130475,0,0.008068782,65y,0,0.004475888,6925.0,6,0,0,0,0.0
129970,0,0.4864398239999999,65y,0,590.0,,11,0,0,0,1.0
73391,0,0.133530945,54y,0,0.255587296,5950.0,4,0,1,0,2.0
149964,0,1.010934465,63y,0,0.608211436,6015.0,8,0,1,0,0.0
77025,0,0.061715094,85y,0,62.0,0.0,7,0,0,0,0.0
93541,0,0.555420957,56y,2,0.4111293729999999,4258.0,7,1,2,1,0.0
65180,0,0.0019499029999999,58y,0,0.591449695,3110.0,4,0,1,0,0.0
90745,0,0.021418746,76y,0,0.006344934,5200.0,4,0,0,0,1.0
146160,1,0.397758255,43y,0,0.286392405,631.0,13,0,0,0,0.0
2366,0,0.788092262,50y,0,0.764426536,6948.0,9,0,3,0,2.0
80599,1,0.405374354,46y,0,0.331672502,7425.0,10,0,2,0,3.0
74577,0,0.0,22y,0,0.0,898.0,1,0,0,0,0.0
116204,0,1.021535148,43y,1,0.207812101,3916.0,7,0,0,0,0.0
16383,0,0.017445428,84y,0,448.0,,5,0,1,0,0.0
107249,0,0.032998821,34y,0,0.127892031,4667.0,7,0,0,0,0.0
19782,0,0.0,72y,0,0.002496879,800.0,9,0,0,0,0.0
80590,0,0.378026539,32y,0,0.277725711,3200.0,4,0,0,0,4.0
129121,0,0.540962619,72y,0,0.899299152,2710.0,20,0,1,0,0.0
103980,0,0.079114828,48y,1,0.760341017,6333.0,14,0,4,0,1.0
144189,0,0.432260918,31y,0,0.101004464,7167.0,7,0,0,0,0.0
127510,0,0.104905317,55y,0,0.376483279,12050.0,17,0,1,0,0.0
113296,0,0.001764602,46y,0,1.459653317,1672.0,8,0,2,0,0.0
141177,0,0.897505694,42y,0,0.5013998129999999,7500.0,9,1,1,0,2.0
89874,0,0.007654836,73y,0,24.0,,10,0,0,0,0.0
115412,0,0.47680153,69y,0,5.863701578,696.0,16,0,2,0,0.0
71244,0,0.020797634,51y,0,1365.0,,8,0,1,0,0.0
64875,0,0.0,43y,0,0.0,8550.0,4,0,0,0,0.0
41055,0,0.0,48y,0,0.236914601,7622.0,6,0,1,0,0.0
9746,0,0.242629066,71y,0,0.360070258,5123.0,7,0,1,0,0.0
147604,0,0.9999999,36y,0,0.196150999,1350.0,2,0,0,0,2.0
89419,0,0.8288900379999999,52y,1,0.404047676,12500.0,15,0,3,0,0.0
43943,0,0.08579571,53y,0,2290.0,,4,0,1,0,
76542,0,0.339059047,45y,0,0.4387143639999999,11013.0,14,0,2,0,4.0
64882,0,1.00279972,49y,0,0.182906636,7850.0,7,0,1,0,1.0
109626,0,0.960451977,24y,1,0.109556178,2500.0,2,3,0,0,0.0
58443,0,0.150035729,61y,2,0.547443879,5300.0,33,0,3,0,1.0
122808,0,0.099090341,28y,0,0.087978005,4000.0,11,0,0,0,0.0
99510,0,0.1656999069999999,70y,0,0.212428857,6500.0,5,0,1,0,1.0
20877,0,0.770206462,49y,2,0.7333153570000001,7416.0,9,0,1,0,1.0
94198,0,0.310991329,32y,0,0.2769344689999999,2700.0,4,0,0,0,0.0
134731,0,0.0,53y,0,968.0,,11,0,2,0,0.0
28133,0,0.0438184659999999,62y,0,0.418033783,8228.0,9,0,2,0,0.0
112553,0,0.270086496,61y,0,0.396257567,5450.0,7,1,1,0,0.0
74401,0,0.194812295,29y,0,0.139534884,2708.0,5,0,0,0,0.0
125189,0,0.258939485,67y,0,0.614846288,4000.0,15,0,1,0,0.0
123257,0,0.2296755469999999,47y,3,4645.0,,20,0,3,0,2.0
131738,0,0.109667435,36y,0,0.2219961389999999,19166.0,15,0,2,0,0.0
70125,0,0.5706113079999999,58y,0,1.265262597,3750.0,11,0,2,0,1.0
37165,0,0.0,31y,0,0.075983115,4500.0,9,0,0,0,2.0
139305,0,0.081575044,54y,1,0.324333371,8962.0,11,0,2,0,1.0
78309,0,0.044397622,38y,0,0.3925607439999999,10000.0,17,0,1,0,2.0
5377,0,0.32208185,51y,0,0.500626566,9575.0,6,0,2,0,3.0
17124,0,0.464107179,52y,0,0.441281139,5900.0,2,0,1,0,2.0
94690,0,0.066668739,61y,0,0.2141727889999999,10752.0,13,0,2,0,0.0
50390,0,0.274484751,74y,0,0.254934613,40833.0,17,0,7,0,0.0
32468,0,0.069842317,66y,0,0.221597943,10500.0,25,0,1,0,0.0
110474,0,0.021517446,42y,0,0.004799616,8333.0,6,0,0,0,2.0
84206,0,0.435617162,54y,0,3889.0,0.0,12,0,2,0,0.0
120240,0,0.4950261479999999,34y,0,0.3766602,6700.0,10,0,0,0,4.0
116549,0,0.04687888,69y,0,0.019902866,10500.0,12,0,0,0,0.0
35215,0,0.03914727,83y,0,0.008541601,3160.0,2,0,0,0,0.0
144873,0,0.127452644,66y,0,1498.0,,10,0,2,0,1.0
16801,0,0.674885925,33y,0,0.177958279,5416.0,8,1,0,0,1.0
39799,0,0.143217739,50y,0,0.21633695,4700.0,6,0,1,0,2.0
77904,0,1.415584416,41y,0,0.071038251,2744.0,4,0,0,0,0.0
125251,0,0.028630072,45y,0,0.125099421,8800.0,3,0,1,0,3.0
60908,0,0.045809637,63y,0,21.0,,3,0,0,0,
71034,0,0.299840352,36y,0,0.329720663,15500.0,16,0,1,0,1.0
89690,0,0.550489902,40y,0,0.055942773,5451.0,5,0,0,0,3.0
78292,0,0.661784288,24y,0,0.206494588,1200.0,3,0,0,0,1.0
92706,0,0.018434033,44y,0,0.209183265,12500.0,6,0,1,0,2.0
94562,0,0.9999999,33y,0,0.467508181,6416.0,3,0,2,0,0.0
38906,0,0.018076952,54y,0,0.3540502789999999,5727.0,10,0,1,0,3.0
116371,0,0.557846744,47y,0,0.317812232,19800.0,13,0,1,0,5.0
1121,0,0.125014705,66y,2,0.404638145,2500.0,4,0,1,0,0.0
83297,0,0.9999999,58y,0,0.504587156,2833.0,6,0,1,0,0.0
3838,0,1.360426382,46y,1,0.579727633,5800.0,8,0,1,0,2.0
54225,0,0.0,27y,0,0.23447262,2720.0,5,0,0,0,0.0
145073,0,0.0,51y,1,0.256242293,12975.0,7,0,1,0,2.0
100207,0,0.031843922,73y,0,0.013118565,6021.0,6,0,1,0,1.0
149213,0,0.108456874,41y,0,306.5,1.0,20,0,1,0,4.0
38895,0,0.175862663,49y,0,0.4055774689999999,14450.0,17,0,3,0,1.0
124978,0,0.0,67y,0,0.006914894,3759.0,8,0,0,0,0.0
9482,0,0.6311244429999999,42y,1,1.692653673,1333.0,9,0,2,0,0.0
74471,0,0.806071932,43y,0,0.244107311,11666.0,9,0,0,0,2.0
114406,0,0.395700729,40y,0,0.2106292789999999,9200.0,11,0,0,0,3.0
95945,0,0.002452738,69y,0,49.0,,2,0,0,0,0.0
96970,0,0.007565543,53y,0,0.098131163,14500.0,7,0,1,0,0.0
41265,0,0.017900152,31y,0,0.203427308,16280.0,23,0,3,0,2.0
23919,0,0.1698332069999999,55y,0,0.012957861,9800.0,1,0,0,0,3.0
65842,0,0.219173463,68y,0,0.044424297,18750.0,9,0,0,0,2.0
22797,0,0.6848140079999999,30y,0,0.321779318,3461.0,4,0,0,0,2.0
110556,0,0.330409128,28y,0,0.373750543,2300.0,8,0,0,0,0.0
35350,0,0.0666512829999999,50y,0,0.012737263,4003.0,3,0,0,0,0.0
10296,0,0.0165193389999999,47y,0,0.644118627,3000.0,5,0,1,1,1.0
36244,0,0.082036719,72y,0,85.0,,4,0,0,1,
77897,0,0.795272147,71y,0,0.805775501,6440.0,15,0,2,0,0.0
42408,0,0.057917683,62y,0,0.353264066,5100.0,5,0,1,0,0.0
69675,0,0.486245802,55y,0,0.53305724,6760.0,10,0,2,0,1.0
53552,0,0.121827411,25y,0,0.019134775,1201.0,5,0,0,0,0.0
98331,0,0.724245866,35y,1,1.339025406,2400.0,13,1,1,3,0.0
129417,0,0.0,46y,0,0.347920974,8705.0,3,0,2,0,3.0
112472,0,0.0603212829999999,35y,0,0.1233098969999999,5546.0,8,0,0,0,0.0
45098,0,0.024027831,36y,0,1.4087708069999998,3123.0,15,0,2,0,1.0
42708,0,0.023393703,46y,0,0.238273142,7226.0,16,0,1,0,2.0
77573,0,0.363713674,37y,0,0.137572486,5000.0,11,0,0,0,3.0
68033,0,0.321528037,65y,0,0.183129569,15458.0,7,0,1,0,1.0
19112,0,0.0,53y,0,0.10480665,8300.0,13,0,0,0,0.0
40282,0,0.1527770719999999,44y,1,0.6809787079999999,8500.0,15,0,1,0,4.0
46231,0,0.527959621,58y,0,0.374182542,10550.0,5,0,1,0,0.0
288,0,0.074256375,49y,0,0.3479304139999999,5000.0,11,0,2,0,3.0
143926,0,0.775439815,66y,5,0.215552266,31750.0,22,0,3,0,3.0
86998,0,0.467279707,45y,1,0.278055884,10986.0,10,0,2,0,0.0
79957,0,0.454195995,38y,0,0.356366797,2300.0,10,0,0,0,0.0
110065,0,0.831748354,40y,0,0.3424615379999999,6499.0,9,0,0,0,1.0
92594,1,0.999802684,40y,0,0.475578406,1166.0,4,0,0,0,3.0
44757,0,0.098875458,45y,0,0.243965148,7000.0,5,0,1,0,2.0
103986,1,0.614414825,46y,0,0.783243351,5000.0,8,0,1,0,3.0
136753,0,0.038711955,68y,0,0.38012959,4166.0,13,0,2,0,0.0
26072,0,0.011373578,32y,0,0.20555628,7666.0,9,0,1,0,1.0
342,0,0.203959597,46y,0,0.072914726,16100.0,6,0,1,0,2.0
68674,0,0.369920402,65y,1,0.222771113,4250.0,10,0,2,0,0.0
43423,0,0.6771045859999999,40y,0,1.803255283,3501.0,17,0,1,0,0.0
100365,0,0.078474849,65y,0,1201.0,,7,0,2,0,1.0
103659,0,0.2511471819999999,34y,0,0.693450743,5450.0,17,0,2,0,1.0
28490,0,0.158117342,56y,0,1.235050196,4581.0,22,0,2,0,2.0
67580,0,0.017267872,54y,0,344.0,,7,0,0,0,0.0
92836,0,0.9999999,23y,0,0.0,,2,0,0,0,0.0
22011,0,0.5753562560000001,54y,0,1026.0,,6,0,0,0,0.0
92214,1,4.237015362,33y,0,4.049980008,2500.0,20,0,7,0,1.0
45969,0,0.178334064,41y,0,0.2150784919999999,10000.0,18,0,1,0,0.0
908,0,0.518186405,73y,0,0.5048870910000001,8900.0,17,0,1,0,1.0
11123,0,0.133047625,61y,0,0.014962412,13700.0,5,0,0,0,2.0
63719,0,1.024973078,41y,0,0.147180376,7500.0,2,0,1,0,0.0
121945,0,0.40133245,68y,1,0.435064935,7083.0,9,0,2,0,0.0
144566,0,0.36046954,45y,2,0.6394973070000001,2784.0,16,0,2,0,2.0
138117,0,0.112688023,50y,0,0.236884525,13647.0,19,0,4,0,1.0
16016,0,0.191083605,60y,0,0.312241108,7000.0,9,0,1,0,0.0
102237,0,0.0,72y,0,1224.0,,16,0,1,0,0.0
19597,0,0.0,52y,0,0.0,,1,0,0,0,
17025,0,0.0,57y,1,0.381609195,3479.0,5,0,1,0,1.0
53769,0,0.055984915,67y,0,0.100415013,11083.0,3,0,1,0,1.0
143612,1,0.9999999,29y,0,0.1919364,1760.0,2,1,0,0,0.0
108660,0,0.05234587,65y,1,1.280929768,4000.0,11,0,4,0,0.0
90578,0,0.0100725709999999,61y,0,0.001349197,8152.0,4,0,0,0,0.0
96925,0,0.03740107,69y,0,1232.0,,12,0,1,0,0.0
148969,0,0.013501466,75y,0,0.014163716,4800.0,12,0,0,0,0.0
63041,0,0.0458810329999999,52y,0,0.5205237079999999,2825.0,9,0,2,0,0.0
112074,0,0.069439465,44y,2,0.98869729,6900.0,10,0,3,1,0.0
135178,0,0.1730119269999999,39y,1,0.215980365,11000.0,9,0,1,0,2.0
97474,0,0.059666997,55y,0,0.172901224,5800.0,5,0,1,0,0.0
100126,0,0.164778868,81y,0,0.36120745,7784.0,12,0,1,0,0.0
46806,0,0.8341450909999999,28y,0,0.114961679,3000.0,3,0,0,0,0.0
18769,0,0.135421434,63y,0,0.5477313970000001,11019.0,16,0,8,0,0.0
97327,0,0.053416439,42y,0,0.611186166,3700.0,21,0,2,0,2.0
143191,0,0.024465083,62y,0,0.206104192,5700.0,6,0,1,0,1.0
48631,0,0.039309099,50y,1,101.0,,10,0,0,0,0.0
26850,0,0.0140357219999999,63y,0,0.716073524,2556.0,5,0,2,0,0.0
77132,0,1.012443753,51y,0,0.112184097,4866.0,1,0,0,0,0.0
47350,0,0.0,27y,0,0.0,1220.0,3,0,0,0,0.0
51004,0,0.9999999,22y,0,0.119960013,3000.0,1,1,0,0,0.0
114501,0,0.26751744,59y,0,2343.0,1.0,14,0,2,0,0.0
5801,0,0.161511241,75y,0,0.128205128,4523.0,9,0,0,0,0.0
37222,0,0.093650879,29y,0,323.0,,5,0,0,0,0.0
18427,0,0.004461906,51y,0,0.249178604,7608.0,7,0,1,0,0.0
15541,0,0.227811798,26y,0,0.143967093,4375.0,4,0,0,0,0.0
56191,0,0.0,40y,1,0.780091628,2400.0,7,0,2,0,3.0
82446,0,0.05575461,36y,0,0.328555954,12000.0,15,0,1,0,2.0
97830,0,0.096474659,62y,0,0.30302309,4200.0,10,0,0,0,0.0
121824,0,0.221838908,50y,0,0.34389427,11046.0,5,0,1,0,4.0
36822,0,0.113521065,34y,1,0.0053644309999999,8574.0,5,0,0,0,1.0
22492,0,0.019366021,72y,1,0.004855755,3500.0,5,0,0,0,0.0
18692,0,0.0063597459999999,38y,0,67.0,,2,0,0,0,0.0
60859,0,0.0,23y,0,127.0,,1,0,0,0,
121486,0,0.03172046,89y,0,0.002205787,7706.0,4,0,0,0,0.0
46259,0,0.0,40y,0,0.24815037,5000.0,6,0,1,0,0.0
133337,0,0.9999999,57y,0,15.0,,0,1,0,0,0.0
58241,0,0.4792796379999999,64y,0,0.413403199,3625.0,10,0,2,0,0.0
55615,0,0.059794096,71y,0,0.047995429,10500.0,6,0,0,0,0.0
117519,0,0.000876688,64y,0,0.552406065,4550.0,12,0,1,0,0.0
31842,0,0.02420628,87y,0,4.0,,1,0,0,0,
86997,0,0.627086244,44y,0,0.7537231109999999,3625.0,8,0,2,0,3.0
8096,0,0.027165912,67y,0,0.264155331,8600.0,10,0,2,0,1.0
70116,0,0.031670925,26y,0,0.020970874,2574.0,5,0,0,0,0.0
3972,0,0.0173697269999999,64y,0,0.001272612,11000.0,4,0,0,0,0.0
75833,0,0.010269993,49y,1,0.202379762,10000.0,7,0,1,0,3.0
18698,0,0.0,25y,0,0.0,,1,0,0,0,
90743,0,1.764621969,33y,0,0.580683863,3333.0,7,0,1,0,0.0
95071,0,0.05853885,48y,0,0.251408835,5500.0,26,0,1,0,0.0
47416,0,0.095642332,56y,0,0.219075385,2400.0,12,0,0,0,0.0
36568,0,0.00533558,58y,0,13.0,,14,0,0,0,
105907,0,0.126937141,53y,0,0.168305282,6000.0,10,0,0,0,2.0
9936,0,0.009326837,79y,0,0.22578534,9167.0,7,0,1,0,1.0
108925,0,0.272857395,46y,0,0.45463721,8916.0,9,0,2,0,3.0
123931,0,0.096693142,61y,0,1126.0,,14,0,2,0,
69526,0,0.233532934,44y,0,0.63968016,2000.0,3,0,1,0,0.0
16140,0,0.020332486,42y,0,0.7230923029999999,3000.0,8,0,1,0,0.0
136402,0,0.0,63y,1,0.218346843,17517.0,12,0,3,0,0.0
123552,0,0.132826436,51y,0,0.898139947,2257.0,14,0,1,0,1.0
149360,1,0.928090958,51y,0,0.491914554,5008.0,9,0,2,1,2.0
130187,0,0.062218336,44y,0,3386.0,,9,0,1,0,0.0
49925,0,0.145489856,40y,0,0.364662577,4074.0,11,0,1,0,0.0
135447,0,0.274182838,52y,0,0.0532629559999999,4167.0,4,0,0,0,0.0
104772,0,0.955223881,64y,0,0.047825362,6000.0,4,0,0,0,0.0
121975,0,0.9999999,29y,1,0.096021046,3040.0,2,0,0,0,0.0
39170,0,0.686154835,67y,1,0.270718232,10135.0,21,0,2,0,0.0
11961,0,0.783155206,41y,5,0.345209962,5500.0,14,1,2,0,2.0
130213,0,0.9999999,64y,0,0.43905552,4700.0,2,0,1,0,0.0
146708,0,0.353638175,43y,0,0.367397767,12446.0,11,0,2,0,3.0
44803,0,0.951603226,58y,2,0.385717051,5166.0,4,2,1,2,0.0
52117,0,0.107495594,50y,0,0.602118003,7270.0,6,0,4,0,0.0
11624,0,0.16642463,55y,0,0.2453814389999999,4600.0,5,0,1,0,1.0
34722,0,0.9999999,35y,1,0.124507725,3300.0,2,0,0,1,0.0
15825,1,0.8255872059999999,45y,4,0.089334549,2193.0,6,1,0,0,2.0
42828,0,0.3893006129999999,41y,0,0.410359672,7200.0,11,0,2,0,3.0
116667,0,0.023475073,42y,0,0.248857857,11600.0,3,0,1,0,0.0
9517,0,0.0254015379999999,54y,0,0.382436261,6000.0,5,0,1,0,0.0
75888,0,0.038763777,49y,0,0.394922764,8350.0,8,0,1,0,3.0
114219,0,0.025265824,61y,0,0.1150983219999999,9000.0,16,0,2,0,0.0
85505,0,0.02393795,64y,2,0.141102542,3500.0,14,0,1,0,0.0
13591,0,0.235450203,65y,0,11300.0,,26,0,7,0,0.0
147429,0,0.45376353,56y,0,0.444104985,7200.0,15,0,2,0,2.0
86252,0,0.007967481,59y,0,0.0028067709999999,11400.0,23,0,0,0,2.0
65369,0,0.208413685,75y,0,580.0,,4,0,1,0,0.0
148345,0,0.010361757,42y,0,0.131855467,14750.0,9,0,1,0,2.0
12104,0,0.939276099,51y,0,0.159994981,7968.0,12,0,0,0,2.0
140674,0,0.212968258,68y,0,0.437322387,9500.0,21,0,3,0,2.0
70056,0,0.387657042,59y,0,0.573324701,6177.0,24,0,2,0,0.0
70391,0,0.513449179,28y,0,0.132933375,3166.0,6,0,0,0,0.0
77175,0,0.028332389,39y,0,0.711038072,3650.0,10,0,2,0,0.0
138828,0,0.053328795,57y,0,0.0948422959999999,18166.0,13,0,1,0,1.0
19229,1,0.80058508,29y,2,0.0595427959999999,1880.0,4,1,0,2,0.0
138829,0,0.0,35y,0,0.962452788,4500.0,12,0,1,0,4.0
116989,0,0.157552248,56y,0,0.262131188,4100.0,12,0,1,0,0.0
46224,0,1.050757071,41y,1,0.63203296,7766.0,8,0,1,0,2.0
137641,1,0.6892430279999999,40y,0,0.001621271,3083.0,1,0,0,0,3.0
81809,0,0.155520125,48y,0,0.234047535,8540.0,4,0,1,0,2.0
114927,0,0.992751812,55y,0,0.122302158,972.0,1,0,0,0,0.0
79168,0,0.016699557,67y,0,1356.0,,5,0,1,0,0.0
108265,1,0.5040919460000001,41y,1,0.640109058,3300.0,10,0,1,0,2.0
96033,0,0.024249394,63y,0,615.0,,8,0,1,0,0.0
136933,0,0.151761418,67y,0,0.2167065389999999,5015.0,14,0,1,0,0.0
119256,1,0.950325345,49y,1,0.5146955089999999,8505.0,16,0,1,0,0.0
16237,0,0.022846804,63y,0,505.0,,13,0,1,0,0.0
3258,0,0.482847164,38y,0,0.414185866,7725.0,13,0,1,0,1.0
75038,0,0.4055845489999999,69y,0,0.2286632539999999,8400.0,10,0,1,0,0.0
111516,0,0.103936001,51y,0,0.329204596,6700.0,10,0,2,0,2.0
124416,0,0.1957804219999999,28y,0,0.026149684,2217.0,1,1,0,0,0.0
22648,0,0.0436826779999999,77y,0,1.009066183,3308.0,15,0,3,0,0.0
95896,0,0.9999999,66y,0,0.0,,0,0,0,0,1.0
147192,1,1.011473529,30y,1,0.425805854,10795.0,9,0,1,0,1.0
124579,0,0.040731976,45y,0,1.161508428,10500.0,9,0,3,0,1.0
135652,0,0.4042864879999999,46y,1,0.251942548,4246.0,24,1,1,0,1.0
37451,1,0.538753925,53y,1,0.115509541,4925.0,5,4,0,1,5.0
135071,0,0.038774376,62y,0,0.012654273,6400.0,8,0,0,0,0.0
47317,0,0.056788642,62y,0,523.0,,2,0,1,0,0.0
51812,0,0.125874949,49y,0,2650.0,,8,0,4,0,0.0
138624,0,0.0246404129999999,61y,0,0.380952381,2666.0,13,0,1,0,0.0
39287,0,0.026098793,56y,0,0.3132060769999999,7700.0,12,0,2,0,0.0
140502,0,1.319545311,27y,0,0.349412647,4000.0,9,0,1,0,0.0
60963,0,0.7192854870000001,45y,1,0.435379061,4154.0,9,0,1,0,0.0
127578,0,0.009075503,79y,0,0.001809351,10500.0,12,0,0,0,0.0
120702,0,0.412430642,37y,0,0.26776,12499.0,11,0,1,0,3.0
108579,0,0.174595495,54y,0,0.360188558,4666.0,14,0,1,0,0.0
53653,0,0.042188339,51y,0,0.298449924,12450.0,8,0,2,0,0.0
105713,0,0.049580399,56y,0,2485.0,,12,0,2,0,0.0
24341,0,0.062548958,66y,0,0.321331743,9220.0,8,0,3,0,0.0
46797,0,0.9999999,69y,0,0.007199424,4166.0,1,0,0,0,0.0
10935,0,0.160799179,38y,0,0.653057824,6000.0,16,1,2,0,1.0
82444,0,0.050711698,74y,0,0.43526079,6000.0,9,0,1,0,0.0
88189,0,0.127535664,50y,0,0.384076287,8703.0,10,0,1,0,0.0
31832,0,0.0,58y,0,1.325837081,2000.0,11,0,1,0,0.0
6095,0,0.163968692,55y,0,0.250188395,27866.0,24,0,1,0,3.0
51376,0,0.958003711,30y,0,0.211126961,4205.0,8,0,0,0,1.0
42104,0,0.0488114829999999,49y,0,0.454463154,5522.0,3,0,1,0,2.0
93242,0,0.036416742,46y,0,0.3795775529999999,8000.0,7,0,1,0,0.0
42613,1,1.145712783,59y,2,569.0,,9,0,0,0,1.0
67532,0,0.213416376,54y,0,0.233485799,9400.0,4,0,1,0,0.0
76460,0,0.155672582,56y,0,0.180790034,6100.0,17,0,1,0,0.0
93899,0,0.0719982,62y,1,0.296681233,8466.0,13,0,1,0,0.0
148915,0,0.38400036,47y,0,0.3666630039999999,9100.0,12,0,1,0,2.0
83355,0,0.0,50y,0,0.462220058,10269.0,4,0,2,0,0.0
108827,0,0.0264358479999999,60y,0,12.0,,2,0,0,0,
107576,0,0.2238080089999999,39y,0,0.290448529,10500.0,5,0,3,0,4.0
75243,0,0.045727258,88y,0,25.0,,3,0,0,0,
69577,0,0.9999999,76y,1,0.391034031,3055.0,6,1,2,0,0.0
130478,0,0.058736317,62y,0,0.2467208,1600.0,16,0,0,0,0.0
116541,0,0.0891119569999999,47y,0,1330.0,,5,0,2,0,2.0
32553,0,0.014902037,63y,0,370.0,,11,0,0,0,0.0
64683,0,0.080315914,78y,0,75.0,,3,0,0,0,0.0
23347,0,0.050424459,27y,0,0.072093693,20833.0,12,0,0,0,0.0
50424,0,0.230197843,53y,0,0.3226709319999999,2500.0,5,0,2,0,1.0
31938,0,0.0265140779999999,59y,0,0.220987723,18000.0,16,0,3,0,0.0
133000,0,0.062080747,52y,0,2995.0,,10,0,2,0,2.0
89794,0,0.22910397,36y,1,2687.0,,11,0,2,0,0.0
8917,1,0.863126782,50y,2,0.318368163,10000.0,12,0,1,0,1.0
95899,0,0.9999999,37y,1,209.0,,3,0,0,0,1.0
79956,0,0.048600835,68y,0,0.278777492,3500.0,11,0,1,0,0.0
146856,0,0.115896786,54y,0,0.547941118,10053.0,16,0,4,0,2.0
65195,0,0.9999999,40y,0,0.956565827,5916.0,2,0,2,0,2.0
61067,0,0.015516143,87y,0,0.009330223,3000.0,7,0,0,0,0.0
61282,0,0.0,31y,0,835.0,0.0,3,0,1,0,3.0
114676,0,0.445391021,56y,0,0.3627485179999999,8600.0,13,0,2,0,0.0
43145,0,0.00359976,86y,0,1.0,,2,0,0,0,0.0
122296,0,0.193432263,33y,0,0.09508998,4500.0,6,0,0,0,0.0
71564,1,0.921014296,73y,0,0.437111883,9500.0,12,0,1,0,1.0
53995,0,0.9999999,42y,0,0.008739076,800.0,2,0,0,0,0.0
67208,0,0.7867791209999999,56y,0,6609.0,,13,0,2,0,0.0
20082,0,0.984221631,49y,3,0.430428262,6000.0,11,0,1,1,0.0
61458,0,0.425759456,57y,0,0.519461516,6833.0,26,0,2,0,0.0
18387,0,0.061497804,68y,0,1889.0,,5,0,1,0,
100256,0,0.0,31y,0,0.270358306,1534.0,4,0,0,0,0.0
109817,0,0.9999999,47y,0,0.148740012,3253.0,1,0,0,0,1.0
18961,0,0.089002607,55y,0,0.072164138,12720.0,12,0,0,0,0.0
64069,0,0.689517997,54y,0,0.467803587,3400.0,6,0,1,0,1.0
66965,0,0.0,28y,0,0.0,,2,0,0,0,0.0
73196,0,0.0,33y,0,0.067280784,8575.0,5,0,0,0,0.0
58573,0,0.093943061,55y,0,0.3379469429999999,1733.0,7,0,0,0,0.0
